iter,aa_effect
1,-0.0017197936247650286
2,0.0007599088109426916
3,-0.0011598608167019964
4,-0.0005999280086389641
5,-0.00451945766508019
6,0.000999880014398269
7,-0.005079390473143222
8,-0.0001199856017277956
9,0.002199736031676197
10,0.0013998320201575876
11,0.0011598608167019964
12,0.0017997840259168923
13,-0.0017997840259168923
14,-0.0010798704155501326
15,-0.003239611246650398
16,0.0015598128224613012
17,0.0036395632524097166
18,0.0005999280086389641
19,0.0001199856017277956
20,-0.000999880014398269
21,0.0005999280086389641
22,3.9995200575931866e-05
23,-3.9995200575931866e-05
24,0.00451945766508019
25,-0.0016398032236131649
26,0.00019997600287965933
27,0.0027596688397392294
28,-0.0011598608167019964
29,-0.0015598128224613012
30,-0.0006799184097908278
31,0.002279726432828061
32,-0.0009198896132464052
33,-0.0020397552293724697
34,-0.0029996400431948206
35,0.0001199856017277956
36,-0.0005199376074871004
37,-0.003479582450105989
38,0.0015598128224613012
39,-0.002279726432828061
40,0.0017197936247650286
41,0.0020397552293724697
42,0.0013998320201575876
43,-0.0024397072351317883
44,-0.0058792944846618456
45,-3.9995200575931866e-05
46,0.00043994720633523665
47,-0.0017197936247650286
48,-0.0033196016478022616
49,0.004199496060472749
50,-0.005639323281206254
51,0.0016398032236131649
52,0.0017197936247650286
53,0.0013998320201575876
54,0.004759428868535781
55,-0.0014798224213094374
56,-0.002199736031676197
57,0.0003599568051833729
58,-0.004359476862776462
59,-0.0013198416190057238
60,0.00027996640403152306
61,-0.00123985121785386
62,0.004279486461624599
63,-0.0014798224213094374
64,-0.004599448066232054
65,-0.00123985121785386
66,-0.000999880014398269
67,0.0013998320201575876
68,0.0033196016478022616
69,0.0030796304443466704
70,-0.0003599568051833729
71,-0.00627924649042115
72,0.0016398032236131649
73,0.005799304083509982
74,-0.0033995920489541254
75,-0.006919169699636046
76,0.00043994720633523665
77,0.0005199376074871004
78,-0.003879534455865294
79,0.0036395632524097166
80,0.0010798704155501326
81,0.0001199856017277956
82,0.000999880014398269
83,-0.004199496060472749
84,-0.006759188897332319
85,-0.0023597168339799246
86,0.002519697636283652
87,-0.002919649642042957
88,0.0003599568051833729
89,0.002199736031676197
90,-0.0011598608167019964
91,0.0008398992120945414
92,0.0026796784385873657
93,0.00123985121785386
94,0.003959524857017158
95,0.003479582450105989
96,0.00019997600287965933
97,0.00379954405471343
98,-0.0017197936247650286
99,-0.0020397552293724697
100,-0.0020397552293724697
101,3.9995200575931866e-05
102,-0.0006799184097908278
103,-0.000999880014398269
104,0.004119505659320885
105,-0.00123985121785386
106,0.0017997840259168923
107,-0.0003599568051833729
108,0.0008398992120945414
109,-0.0017197936247650286
110,-0.006439227292724878
111,0.002599688037435516
112,-0.005319361676598813
113,0.0013198416190057238
114,-0.004199496060472749
115,-0.000999880014398269
116,-0.0014798224213094374
117,0.0024397072351317883
118,-0.0013198416190057238
119,-0.0015598128224613012
120,0.0008398992120945414
121,-0.0029996400431948206
122,-0.002199736031676197
123,0.0011598608167019964
124,-0.0015598128224613012
125,-0.001959764828220606
126,-0.004839419269687645
127,-0.004999400071991358
128,-0.0023597168339799246
129,-0.004599448066232054
130,0.002919649642042957
131,-0.0016398032236131649
132,0.00123985121785386
133,0.0005199376074871004
134,0.0003599568051833729
135,0.0037195536535615803
136,-0.0036395632524097166
137,0.0013998320201575876
138,0.001879774427068756
139,-0.006679198496180455
140,-0.0005999280086389641
141,-0.0008398992120945414
142,0.0005199376074871004
143,-0.0020397552293724697
144,0.004039515258169021
145,-0.0029996400431948206
146,0.00043994720633523665
147,-0.0005199376074871004
148,-0.0005199376074871004
149,0.0006799184097908278
150,0.004599448066232054
151,-0.0009198896132464052
152,-0.003959524857017158
153,-0.0005999280086389641
154,0.0015598128224613012
155,-0.00019997600287965933
156,0.002919649642042957
157,-0.00019997600287965933
158,-0.0023597168339799246
159,0.0008398992120945414
160,0.0003599568051833729
161,0.005079390473143222
162,-0.003879534455865294
163,-0.0010798704155501326
164,0.004919409670839495
165,0.004119505659320885
166,0.0033995920489541254
167,0.0005999280086389641
168,0.0017997840259168923
169,-0.0005999280086389641
170,0.000999880014398269
171,-0.0008398992120945414
172,-0.00043994720633523665
173,0.0015598128224613012
174,0.00027996640403152306
175,0.00451945766508019
176,-0.0024397072351317883
177,-0.0036395632524097166
178,0.0017197936247650286
179,-0.0011598608167019964
180,0.00451945766508019
181,0.0021197456305243334
182,-0.004679438467383917
183,0.000999880014398269
184,0.001959764828220606
185,-0.0017197936247650286
186,-0.000999880014398269
187,0.000999880014398269
188,-0.0026796784385873657
189,0.0029996400431948206
190,0.0027596688397392294
191,-0.0033196016478022616
192,0.0023597168339799246
193,0.002199736031676197
194,0.0010798704155501326
195,0.004999400071991358
196,-3.9995200575931866e-05
197,0.002599688037435516
198,-0.0017197936247650286
199,-0.0006799184097908278
200,-0.0021197456305243334
